BIQ Checklist,,,,,,,,"Checklist
SECOND,31,C,Plexiglas cover is installed over high voltage components.,Guards/Labels,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-
SECOND,32,C,Grounding Collar Studs are intact.,Grounds,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-
SECOND,33,D,"Verify all grounding bus bars (large copper bars, 5, 8, & 14 designs, used and unused terminations) have all h/w installed and tight. Include: star, lock and std washers.",Grounds,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-
SECOND,34,D,Verify correct routing.,Wiring,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-
SECOND,35,D,Labels should be installed in the correct orientation (left to right or bottom to top).,Guards/Labels,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-
THIRD,36,S,Verify corrections have been made.,Mission Critical,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-
THIRD,37,S,"Torque -0v, -24v and ground screw terminations to 3.5 in-lb on all AENTR (or equivalent) modules, then perform a pull test.",Mission Critical,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-
THIRD,38,S,Enter discrepancy count into BIQ Completed Log.,BIQ Admin,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-
THIRD,39,S,Scan and upload discrepancy layouts.,BIQ Admin,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-
THIRD,40,B,"Photograph to ensure the SD card has been reinstalled in the PLC module. SD card cover should already be open (do not remove), close cover after pictures.",BIQ Admin,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-
THIRD,41,B,Take and upload BIQ pictures.,BIQ Admin,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-
THIRD,42,C,For Consoles ensure all access plates are installed and have the bolts in every hole on both the top and bottom plates.,Box,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-
THIRD,43,D,Ensure bottom of the box/console is clean.  ,Clenliness,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-
